[SNID] Subject,[PT] Subject,Subject,Predicate,[SNID] Object,[PT] Object,Object,Sentence,Location,#Docs,Doc#,Doc,Source,#Hits,Hit#,Hit
chebi.132750,2-methylbutan-2-ol,t-amyl alcohol,affects,ncbi.100271873,AIRN,air,Neither t-amyl alcohol nor t-butanol affects the response in air or N2 alone.,Standard Abstract,1,1,826496,https://www.ncbi.nlm.nih.gov/pubmed/826496,1,1,"Spores of Bacillus megaterium were irradiated in suspension with 50 kVp X-rays under three reference conditions: in anoxia (i.e., 100 per cent N2); in anoxia with 2mM p-nitroacetophenone (PNAP), a concentration that shows the maximum amount of sensitization by this agent; and in air.... Neither t-amyl alcohol nor t-butanol affects the response in air or N2 alone. ... eng"
nal_thesaurus.878,binding proteins,heparin-binding proteins,typified,ncbi.2247,FGF2,basic fibroblast growth factor,"Despite these structural variations, the results suggest that all four major classes of RNA encode the same protein product which shows significant homology to the family of heparin-binding proteins typified by basic fibroblast growth factor (FGF).",Standard Abstract,1,1,2841106,https://www.ncbi.nlm.nih.gov/pubmed/2841106,1,1,"Mouse embryonal carcinoma cell lines that differ in their patterns of expression of the potential oncogene int-2 have been exploited in a structural analysis of the multiple RNA transcripts characteristic of this gene.... Despite these structural variations, the results suggest that all four major classes of RNA encode the same protein product which shows significant homology to the family of heparin-binding proteins typified by basic fibroblast growth factor (FGF). ... eng"
nal_thesaurus.51983,melatonin,melatonin,suppressed,ncbi.27065,NSG1,p21,"In human hepatocellular carcinoma HepG2 cells, melatonin suppressed p21 along with the induction of pro-survival proteins, PI3K and COX-2.",Standard Abstract,1,1,31331008,https://www.ncbi.nlm.nih.gov/pubmed/31331008,1,1,"We have demonstrated previously that melatonin attenuates hepatotoxicity triggered by high doses of (-)-epigallocatechin-3-gallate (EGCG) in mice.... In human hepatocellular carcinoma HepG2 cells, melatonin suppressed p21 along with the induction of pro-survival proteins, PI3K and COX-2.... eng"
nal_thesaurus.876,proteins,The gag proteins p15,evolve slightly less rapidly,ncbi.10959,TMED2,p24,"The gag proteins p15 and p17 evolve slightly less rapidly, but p24 is relatively strongly conserved.",Standard Abstract,1,1,3219234,https://www.ncbi.nlm.nih.gov/pubmed/3219234,1,1,"We have estimated the frequency of synonymous (KS) and amino acid replacement nucleotide substitutions (KA) among gag and env genes of published HIV sequences.... The gag proteins p15 and p17 evolve slightly less rapidly, but p24 is relatively strongly conserved. ... eng"
nal_thesaurus.10538,RNA,RNA,obtained,ncbi.355,FAS,Fas-resistant,The gene encoding Fas apoptosis inhibitory molecule (FAIM) was cloned by differential display using RNA obtained from Fas-resistant and Fas-sensitive primary murine B lymphocytes.,Standard Abstract,1,1,11483211,https://www.ncbi.nlm.nih.gov/pubmed/11483211,1,1,The gene encoding Fas apoptosis inhibitory molecule (FAIM) was cloned by differential display using RNA obtained from Fas-resistant and Fas-sensitive primary murine B lymphocytes.... eng
nal_thesaurus.8381,oxygen,oxygen,allows,ncbi.51761,ATP8A2,ATP,"Reintroduction of oxygen allows generation of ATP; however, damage to the electron transport chain results in increased mitochondrial generation of reactive oxygen species (ROS).",Standard Abstract,1,1,18391174,https://www.ncbi.nlm.nih.gov/pubmed/18391174,1,1,"Mitochondria play an important role in cell death and cardioprotection.... Reintroduction of oxygen allows generation of ATP; however, damage to the electron transport chain results in increased mitochondrial generation of reactive oxygen species (ROS).... eng"
nlm.D000596,Amino Acids,amino acids,inhibited,ncbi.2194,FASN,FAS,"Glucose concentrations of up to 20-25 mm showed a stimulatory effect on G6PD, ME, ACL and ACoAC activity while an earlier inhibitory effect on FAS was observed at 10-20 mm glucose The use of hydrolysed casein as a nutritional source of amino acids inhibited the activity of FAS and ME and stimulated G6PD, ACoAC and ACL activity Low levels of linolenic acid exerted a stimulatory effect on all the lipogenic enzymes assayed with the exception of FAS, and increased amounts showed some inhibition of lipogenic activities Eicosapentaenoic acid and docosahexaenoic acid showed a similar effect, although the former strongly inhibited FAS activity while the latter showed greater potential to inhibit ACoAC and G6PD.",Standard Abstract,1,1,11177174,https://www.ncbi.nlm.nih.gov/pubmed/11177174,1,1,"Rainbow trout (Oncorhynchus mykiss) hepatocytes were cultured under simulated conditions of varying nutritional status to explore the short-term modulation by dietary substrates of the main lipogenic enzymes: glucose-6-phosphate dehydrogenase (G6PD), malic enzyme (ME), ATP-citrate lyase (ACL), acetyl-CoA carboxylase (ACoAC) and fatty acid synthetase (FAS).... Glucose concentrations of up to 20-25 mm showed a stimulatory effect on G6PD, ME, ACL and ACoAC activity while an earlier inhibitory effect on FAS was observed at 10-20 mm glucose The use of hydrolysed casein as a nutritional source of amino acids inhibited the activity of FAS and ME and stimulated G6PD, ACoAC and ACL activity Low levels of linolenic acid exerted a stimulatory effect on all the lipogenic enzymes assayed with the exception of FAS, and increased amounts showed some inhibition of lipogenic activities Eicosapentaenoic acid and docosahexaenoic acid showed a similar effect, although the former strongly inhibited FAS activity while the latter showed greater potential to inhibit ACoAC and G6PD.... eng"
nlm.D062793,Occludin,increases occludin phosphorylation,significantly decreases,ncbi.100506658,OCLN,occludin,We conclude that shear stress rapidly (< or = 5 min) increases occludin phosphorylation and significantly decreases the expression of occludin over 1-4 h.,Standard Abstract,1,1,11406474,https://www.ncbi.nlm.nih.gov/pubmed/11406474,1,1,"Previous studies determined that shear stress imposed on bovine aortic endothelial cell (BAEC) monolayers increased the hydraulic conductivity (L(P)); however, the mechanism by which shear stress increases L(P) remains unknown.... We conclude that shear stress rapidly (< or = 5 min) increases occludin phosphorylation and significantly decreases the expression of occludin over 1-4 h. ... eng"
nal_thesaurus.32965,insulin,insulin,may,ncbi.27152,INTU,wingless-int,"In addition to effects on skeletal physiology via canonical signaling pathways, insulin and IGF-1 may crosstalk with wingless-int.",Standard Abstract,1,1,23484069,https://www.ncbi.nlm.nih.gov/pubmed/23484069,1,1,"Recent studies in diabetic humans and rodent models of diabetes have identified osteopathy as a serious complication of type 1 (T1D) and type 2 (T2D) diabetes.... In addition to effects on skeletal physiology via canonical signaling pathways, insulin and IGF-1 may crosstalk with wingless-int. ... eng"
nal_thesaurus.46330,hydrogen peroxide,hydrogen peroxide,induced,ncbi.338340,MMS,MMS,"(d) In contrast to the effect of vitamin E, stobadine (STB) decreased not only the breaks induced by hydrogen peroxide but also those induced by MNNG and MMS.",Standard Abstract,1,1,9875291,https://www.ncbi.nlm.nih.gov/pubmed/9875291,1,1,"After treatment with N-methyl-N'-nitro-N-nitrosoguanidine (MNNG), methyl methanesulfonate (MMS) and hydrogen peroxide, the level of alkali-labile sites and single-strand breaks (ssb) in DNA was investigated, using the comet assay.... (d) In contrast to the effect of vitamin E, stobadine (STB) decreased not only the breaks induced by hydrogen peroxide but also those induced by MNNG and MMS. ... eng"
nal_thesaurus.34425,double-stranded RNA,double-stranded RNA,also increased,ncbi.3684,ITGAM,CD11b,"Similarly, other inducers of NO production such as interferon-gamma, interleukin-1beta, human immunodeficiency virus type-1 gp120, and double-stranded RNA (poly(IC)) also increased the expression of CD11b in microglia through NO.",Standard Abstract,1,1,16551637,https://www.ncbi.nlm.nih.gov/pubmed/16551637,1,1,"Increased expression of CD11b, the beta-integrin marker of microglia, represents microglial activation during neurodegenerative inflammation.... Similarly, other inducers of NO production such as interferon-gamma, interleukin-1beta, human immunodeficiency virus type-1 gp120, and double-stranded RNA (poly(IC)) also increased the expression of CD11b in microglia through NO. ... eng"
nal_thesaurus.17262,biomarkers,endothelial-dysfunction biomarkers,partially improved,ncbi.181,AGRP,ART,"HIV-infected patients showed a proatherogenic profile characterized by increased inflammatory, immune-activation and endothelial-dysfunction biomarkers that partially improved after ART.",Standard Abstract,1,1,24594990,https://www.ncbi.nlm.nih.gov/pubmed/24594990,1,1,"Patients infected with the human immunodeficiency virus (HIV) have an increased risk of cardiovascular disease due to increased inflammation and persistent immune activation.... HIV-infected patients showed a proatherogenic profile characterized by increased inflammatory, immune-activation and endothelial-dysfunction biomarkers that partially improved after ART. ... eng"
nlm.D001323,Autoantibodies,these autoantibodies,bound,ncbi.1773,DNASE1,DNase I,"We found that, once internalized, these autoantibodies bound DNase I and inhibited activity of the enzyme.",Standard Abstract,1,1,8977301,https://www.ncbi.nlm.nih.gov/pubmed/8977301,1,1,"Apoptosis has received increased attention over the past decade, and it is established as an essential process in physiological and disease states.... We found that, once internalized, these autoantibodies bound DNase I and inhibited activity of the enzyme.... eng"
nal_thesaurus.207724,transcription factor NF-kappa B,human NF-kappaB,repressing,ncbi.55922,NKRF,NRF,The mRNA of human NF-kappaB repressing factor (NRF) contains a long 5'-untranslated region (UTR) that directs ribosomes to the downstream start codon by a cap-independent mechanism.,Standard Abstract,1,1,17592041,https://www.ncbi.nlm.nih.gov/pubmed/17592041,1,1,The mRNA of human NF-kappaB repressing factor (NRF) contains a long 5'-untranslated region (UTR) that directs ribosomes to the downstream start codon by a cap-independent mechanism.... eng
chebi.7590,nitrofen,Nitrofen,severely decreased,ncbi.7080,NKX2-1,TTF-1,"Nitrofen severely decreased TTF-1, HNF-3beta and SP-B mRNA expression by H441 pneumocytes in culture.",Standard Abstract,1,1,16490937,https://www.ncbi.nlm.nih.gov/pubmed/16490937,1,1,"Nitrofen (2,4-dichloro-4 -nitrodiphenyl ether), a teratogen with oxidant properties, induces congenital diaphragmatic hernia (CDH) with lung hypoplasia and delayed lung development and maturation in rat embryos.... Nitrofen severely decreased TTF-1, HNF-3beta and SP-B mRNA expression by H441 pneumocytes in culture.... eng"
nal_thesaurus.59952,ubiquitin,effective ubiquitin-adduct formation,mediated,ncbi.9025,RNF8,RNF8,"Finally, we establish that PIAS1 and PIAS4 are required for effective ubiquitin-adduct formation mediated by RNF8, RNF168 and BRCA1 at sites of DNA damage.",Standard Abstract,1,1,20016603,https://www.ncbi.nlm.nih.gov/pubmed/20016603,1,1,"DNA double-strand breaks (DSBs) are highly cytotoxic lesions that are generated by ionizing radiation and various DNA-damaging chemicals.... Finally, we establish that PIAS1 and PIAS4 are required for effective ubiquitin-adduct formation mediated by RNF8, RNF168 and BRCA1 at sites of DNA damage.... eng"
nlm.D006021,Glycophorin,glycophorin A expression,promoted,ncbi.2056,EPO,EPO,"Here we show that antisense src RNA expression suppresses pp60c-src synthesis in the recombinant plasmid-transfected K562 cells, reduces the proliferation and inhibits hemoglobin synthesis and glycophorin A expression promoted by EPO in K562 cells.",Standard Abstract,1,1,7517673,https://www.ncbi.nlm.nih.gov/pubmed/7517673,1,1,"We constructed a recombinant plasmid which expresses antisense src RNA in human cells and used it as a tool for investigating the role of pp60c-src in proliferation and differentiation of K562 human leukemia cells.... Here we show that antisense src RNA expression suppresses pp60c-src synthesis in the recombinant plasmid-transfected K562 cells, reduces the proliferation and inhibits hemoglobin synthesis and glycophorin A expression promoted by EPO in K562 cells. ... eng"
nlm.D000596,Amino Acids,the capsid amino acids,interact,ncbi.1525,CXADR,CAR,"In conclusion, proteins from bifidobacterial LpAs can inhibit infection with CV-B4, likely through binding to the capsid amino acids that interact with CAR.",Standard Abstract,1,1,28595938,https://www.ncbi.nlm.nih.gov/pubmed/28595938,1,1,"The aim of the present study was to investigate the potential of bifidobacteria in protecting cells from coxsackievirus B4 (CV-B4) infection.... In conclusion, proteins from bifidobacterial LpAs can inhibit infection with CV-B4, likely through binding to the capsid amino acids that interact with CAR. ... eng"
nlm.D007074_group_5_6af69e54a3494f71d71c7b55f52fce2a,Immunoglobulin G,IgG concentration,decreased,ncbi.4948,OCA2,P,IgG concentration decreased (P < 0.01) by 1.7 (s.e. = 0.6) g/l per kg increase in the colostral weight.,Standard Abstract,1,1,23916317,https://www.ncbi.nlm.nih.gov/pubmed/23916317,1,1,Transfer of sufficient immunoglobulin G (IgG) to the neonatal calf via colostrum is vital to provide the calf with immunological protection and resistance against disease.... IgG concentration decreased (P < 0.01) by 1.7 (s.e. = 0.6) g/l per kg increase in the colostral weight.... eng
nlm.D001120_group_8_c42d3ed995a7c17e5279de5177b2094d,Arginine,these arginine residues,abrogates,ncbi.25942,SIN3A,SIN3A,"PRMT1- dependent methylation of RUNX1 at these arginine residues abrogates its association with SIN3A, whereas shRNA against PRMT1 (or use of a methyltransferase inhibitor) enhances this association.",Standard Abstract,1,1,18316480,https://www.ncbi.nlm.nih.gov/pubmed/18316480,1,1,"RUNX1/AML1 is required for the development of definitive hematopoiesis, and its activity is altered by mutations, deletions, and chromosome translocations in human acute leukemia.... PRMT1- dependent methylation of RUNX1 at these arginine residues abrogates its association with SIN3A, whereas shRNA against PRMT1 (or use of a methyltransferase inhibitor) enhances this association.... eng"
nlm.D006854_group_1_3740e0b2073e8ff326910b13f6a808ba,Hydrocortisone,cortisol treatments,decreased,ncbi.4948,OCA2,P,"Plasma cortisol increased (P < .05) after ACTH and cortisol treatments and decreased (P < .05) after metyrapone treatment; thus, treatments had the intended effects on in vivo cortisol concentrations.",Standard Abstract,1,1,8707714,https://www.ncbi.nlm.nih.gov/pubmed/8707714,1,1,"Porcine natural killer (NK) cell cytotoxicity, plasma cortisol, total white blood cells (WBC), neutrophil:lymphocyte ratio (N:L), and circulating blood leukocytes were examined from pigs injected i.v. with either saline, ACTH, cortisol, or treated with metyrapone. Plasma cortisol increased (P < .05) after ACTH and cortisol treatments and decreased (P < .05) after metyrapone treatment; thus, treatments had the intended effects on in vivo cortisol concentrations.... eng"
nal_thesaurus.4161,adenosinetriphosphatase,the ATPase domain,restores,ncbi.10294,DNAJA2,DnaJ(D35N),The dnaK mutation that replaces arginine-167 with alanine (R167A) in the ATPase domain of DnaK(R167A) restores binding of DnaJ(D35N).,Standard Abstract,1,1,12718534,https://www.ncbi.nlm.nih.gov/pubmed/12718534,1,1,"The molecular chaperone machine composed of Escherichia coli Hsp70/DnaK and Hsp40/DnaJ binds and releases client proteins in cycles of ATP-dependent protein folding, membrane translocation, disassembly, and degradation.... The dnaK mutation that replaces arginine-167 with alanine (R167A) in the ATPase domain of DnaK(R167A) restores binding of DnaJ(D35N). ... eng"
nal_thesaurus.890,viral proteins,viral proteins,mediated,ncbi.7311,UBA52,ubiquitin,The UPS eliminates excess viral proteins that prevent viral replication and modulates the function of viral proteins through post-translational modification mediated by ubiquitin or ubiquitin-like proteins.,Standard Abstract,1,1,22782620,https://www.ncbi.nlm.nih.gov/pubmed/22782620,1,1,"Positive-stranded RNA viruses, like many other viruses, have evolved to exploit the host cellular machinery to their own advantage.... The UPS eliminates excess viral proteins that prevent viral replication and modulates the function of viral proteins through post-translational modification mediated by ubiquitin or ubiquitin-like proteins. ... eng"
chebi.5181,fucoidan,Fucoidan,significantly decreases,ncbi.6563,SLC14A1,SK-UT-1,"Fucoidan significantly decreases cell viability in SK-UT-1, SK-UT-1B, and ESS-1 cell lines, such effect was not observed in MES-SA.",Standard Abstract,1,1,30659312,https://www.ncbi.nlm.nih.gov/pubmed/30659312,1,1,"The aim of the study was to assess the activity of fucoidan on the uterine sarcomas (MES-SA and ESS-1) and carcinosarcoma cell lines (SK-UT-1 and SK-UT-1B) and its toxicity on the human skin fibroblasts (HSF).... Fucoidan significantly decreases cell viability in SK-UT-1, SK-UT-1B, and ESS-1 cell lines, such effect was not observed in MES-SA.... eng"
nlm.D005947,Glucose,glucose levels,injected,ncbi.3552,IL1A,IL-1,"After 2 hr and for at least another 6 hr, glucose levels of alloxan-treated mice injected with IL-1 remained within the normal range.(ABSTRACT TRUNCATED AT 250 WORDS)",Standard Abstract,1,1,2824799,https://www.ncbi.nlm.nih.gov/pubmed/2824799,1,1,"We have previously demonstrated that Interleukin-1 (IL-1), a cytokine mainly produced by activated monocytes, stimulates the pituitary-adrenal axis and affects glucose homeostasis.... After 2 hr and for at least another 6 hr, glucose levels of alloxan-treated mice injected with IL-1 remained within the normal range.(ABSTRACT TRUNCATED AT 250 WORDS)... eng"
nal_thesaurus.136653,caspases,caspases-2,induced,ncbi.2247,FGF2,FGF-2,Pharmacological inhibition of MEK-1 and p38 MAPK had no effect on the inhibition of caspases-2 and -3 induced by FGF-2.,Standard Abstract,1,1,15194439,https://www.ncbi.nlm.nih.gov/pubmed/15194439,1,1,Fibroblast growth factor-2 (FGF-2) is an important molecule that controls bone formation through activation of osteoblastic cell replication and differentiation.... Pharmacological inhibition of MEK-1 and p38 MAPK had no effect on the inhibition of caspases-2 and -3 induced by FGF-2. ... eng
nlm.D011941,"Receptors, Adrenergic",beta 2-adrenoceptors,mediated,ncbi.728695,SPANXB1,beta 1-adrenoceptors,It is concluded that in guinea-pig trachea COMT activity is functionally more effective in modulating responses which are mediated by beta 2-adrenoceptors than responses mediated by beta 1-adrenoceptors.,Standard Abstract,1,1,2896787,https://www.ncbi.nlm.nih.gov/pubmed/2896787,1,1,"Assuming that responses of the guinea-pig trachea to isoprenaline in the presence of atenolol (10 mumol L-1) are exclusively, or at least predominantly, beta 2-adrenoceptor mediated and that responses to isoprenaline in the presence of ICI 118,551 (erythro-DL-1(7-methylindan-4-yloxyl)-3-isopropylaminobut an-2-ol) (1 nmol L-1) are exclusively, or at least predominantly beta 1-adrenoceptor mediated, the influence of inhibition of COMT by U-0521 (dehydroxy-2-methyl propiophenone) (50 mumol L-1) has been compared in both conditions.... It is concluded that in guinea-pig trachea COMT activity is functionally more effective in modulating responses which are mediated by beta 2-adrenoceptors than responses mediated by beta 1-adrenoceptors. ... eng"
nlm.D011957,"Receptors, Opioid",intrarenal opiate receptors,inhibiting,ncbi.5972,REN,renin,The results indicate that intrarenal opiate receptors may participate in inhibiting renal secretion of renin mediated by the renal nerves when renal vasoconstriction and reduction of GFR occurred at the high-frequency stimulation.,Standard Abstract,1,1,3013030,https://www.ncbi.nlm.nih.gov/pubmed/3013030,1,1,The present study was designed to evaluate renal opiate receptor mediation of the renin secretion response to electrical stimulation of the renal nerves in the pentobarbital sodium-anesthetized dog by use of the opiate agonist leucine-enkephalin (Leu-enk) and the opiate antagonist naloxone.... The results indicate that intrarenal opiate receptors may participate in inhibiting renal secretion of renin mediated by the renal nerves when renal vasoconstriction and reduction of GFR occurred at the high-frequency stimulation.... eng
nal_thesaurus.261978,ligands,other Toll-like receptor (TLR)-7 ligands,stimulate,ncbi.3439,IFNA1,IFN-α,"In contrast to other Toll-like receptor (TLR)-7 ligands and RNA viruses that stimulate pDC to secrete IFN-α for 2-3 h, HIV-1-stimulated pDC can give sustained IFN-α production for up to 48 h which may contribute to chronic immune activation.",Standard Abstract,1,1,21734568,https://www.ncbi.nlm.nih.gov/pubmed/21734568,1,1,"Loss of blood plasmacytoid dendritic cell (pDC) in HIV-1 infection is thought to impact on adaptive immune responses whilst the virus also induces aberrant interferon alpha (IFN-α) production that may fuel chronic immune activation and drive disease progression.... In contrast to other Toll-like receptor (TLR)-7 ligands and RNA viruses that stimulate pDC to secrete IFN-α for 2-3 h, HIV-1-stimulated pDC can give sustained IFN-α production for up to 48 h which may contribute to chronic immune activation.... eng"
nal_thesaurus.22933,catalase,Liver catalase activity,increased,ncbi.8706,B3GALNT1,P,Liver catalase activity increased (P < 0.01) when microminerals were fed.,Standard Abstract,1,1,21415420,https://www.ncbi.nlm.nih.gov/pubmed/21415420,1,1,"Weanling pigs (n = 160) were used to evaluate dietary essential microminerals (Cu, Fe, Mn, Se, and Zn) on performance, tissue minerals, and liver and plasma enzymatic activities during a 35-d postweaning period.... Liver catalase activity increased (P < 0.01) when microminerals were fed.... eng"
chebi.52071,dextran,dextran,protected significantly better,ncbi.4948,OCA2,P,"For total DVT, all agents except dextran and aspirin protected significantly better than placebo (P < .0001).",Standard Abstract,1,1,11307125,https://www.ncbi.nlm.nih.gov/pubmed/11307125,1,1,"Deep venous thrombosis (DVT) is common in total knee arthroplasty (TKA).... For total DVT, all agents except dextran and aspirin protected significantly better than placebo (P < .0001). ... eng"
nal_thesaurus.21101,verapamil,verapamil,remarkably enhanced,ncbi.6692,SPINT1,HAI,The continuous HAI of verapamil remarkably enhanced the cytotoxicity of HAI with doxorubicin for the treatment of hepatic tumor without aggravating the side effects induced by doxorubicin.,Standard Abstract,1,1,8319168,https://www.ncbi.nlm.nih.gov/pubmed/8319168,1,1,The calcium channel blocker has been demonstrated to be effective in the accumulation and retention of chemotherapeutic agents in tumor cells.... The continuous HAI of verapamil remarkably enhanced the cytotoxicity of HAI with doxorubicin for the treatment of hepatic tumor without aggravating the side effects induced by doxorubicin.... eng
nal_thesaurus.40965,prions,prions,bound,ncbi.644314,MT1IP,Mte,"We establish that prions bound to Mte are orally bioavailable, and that, unexpectedly, binding to Mte significantly enhances disease penetrance and reduces the incubation period relative to unbound agent.",Standard Abstract,1,1,17616973,https://www.ncbi.nlm.nih.gov/pubmed/17616973,1,1,"Soil may serve as an environmental reservoir for prion infectivity and contribute to the horizontal transmission of prion diseases (transmissible spongiform encephalopathies [TSEs]) of sheep, deer, and elk.... We establish that prions bound to Mte are orally bioavailable, and that, unexpectedly, binding to Mte significantly enhances disease penetrance and reduces the incubation period relative to unbound agent.... eng"
chebi.133333,nickel ferrite,NiFe2O4,characterized,ncbi.64102,TNMD,TEM,"Ferromagnetic nanocrystalline nickel ferrite (NiFe2O4 ) powder that characterized by XRD, TEM, SEM, FT-IR, nanosizer, and VSM techniques were prepared by a hydrothermal method in the presence of Urtica plant extract as a green precursor that acts both as reducing and capping agent.",Standard Abstract,1,1,30173091,https://www.ncbi.nlm.nih.gov/pubmed/30173091,1,1,"Despite of great attention concerned on Ni ferrite nanostructures in bioapplications, little is known about the toxicity of these NPs at the cellular and molecular levels.... Ferromagnetic nanocrystalline nickel ferrite (NiFe2O4 ) powder that characterized by XRD, TEM, SEM, FT-IR, nanosizer, and VSM techniques were prepared by a hydrothermal method in the presence of Urtica plant extract as a green precursor that acts both as reducing and capping agent.... eng"
chebi.52084,Indo-1 dye,Indo-1,entered,ncbi.5694,PSMB6,delta[Ca2+]i,"As Indo-1 entered the cell, delta[Ca2+]i in response to Ca2+ influx with ICa (1 s steps to -10 mV) was progressively decreased.",Standard Abstract,1,1,8985593,https://www.ncbi.nlm.nih.gov/pubmed/8985593,1,1,"Single smooth muscle cells from guinea pig urinary bladder were voltage clamped with patch electrodes containing 1 mM Indo-1. As Indo-1 entered the cell, delta[Ca2+]i in response to Ca2+ influx with ICa (1 s steps to -10 mV) was progressively decreased.... eng"
nlm.D000068876,Fingolimod Hydrochloride,FTY720 treatment,downregulates,ncbi.1901,S1PR1,S1P1,"We find that FTY720 treatment downregulates S1P1, creating a temporary pharmacological S1P1-null state in lymphocytes, providing an explanation for the mechanism of FTY720-induced lymphocyte sequestration.",Standard Abstract,1,1,14737169,https://www.ncbi.nlm.nih.gov/pubmed/14737169,1,1,"Adaptive immunity depends on T-cell exit from the thymus and T and B cells travelling between secondary lymphoid organs to survey for antigens.... We find that FTY720 treatment downregulates S1P1, creating a temporary pharmacological S1P1-null state in lymphocytes, providing an explanation for the mechanism of FTY720-induced lymphocyte sequestration.... eng"
nal_thesaurus.61571,rifampicin,rifampin,induced,ncbi.2357,FPR1,FMLP,"First, rifampin inhibited chemotaxis induced with FMLP but reversed the immobilization of PMLs that occurred at high FMLP concentrations.",Standard Abstract,1,1,6318656,https://www.ncbi.nlm.nih.gov/pubmed/6318656,1,1,"Three independent experimental approaches support the hypothesis that rifampin competes for receptors on polymorphonuclear leukocytes (PMLs) with small peptide chemoattractants, e.g., N-formylmethionylleucylphenylalanine (FMLP), but not with serum-derived chemoattractants (C5a). First, rifampin inhibited chemotaxis induced with FMLP but reversed the immobilization of PMLs that occurred at high FMLP concentrations.... eng"
nlm.D008012,Lidocaine,lidocaine,employs,ncbi.7442,TRPV1,TRPV1,"Depending on the concentration, lidocaine employs TRPV1, TRPA1 and intracellular Ca2+ stores to induce a Ca2+-dependent release of the neuropeptide CGRP.",Standard Abstract,1,1,29141003,https://www.ncbi.nlm.nih.gov/pubmed/29141003,1,1,"Local anaesthetics (LA) reduce neuronal excitability by inhibiting voltage-gated Na+ channels.... Depending on the concentration, lidocaine employs TRPV1, TRPA1 and intracellular Ca2+ stores to induce a Ca2+-dependent release of the neuropeptide CGRP.... eng"
nlm.D018047,"Receptors, Purinergic P1",An A2-type adenosine receptor agonist,suppresses,ncbi.3439,IFNA1,IFN-gamma,"An A2-type adenosine receptor agonist suppresses these effects of IFN-gamma in wild type cells, which can be blocked by an A2bAR-specific antagonist.",Standard Abstract,1,1,18359773,https://www.ncbi.nlm.nih.gov/pubmed/18359773,1,1,"Atherosclerosis characterized by sustained inflammation and aberrant extracellular matrix alterations.... An A2-type adenosine receptor agonist suppresses these effects of IFN-gamma in wild type cells, which can be blocked by an A2bAR-specific antagonist.... eng"
nlm.D000617,Aminoglycosides,aminoglycosides,decreased,ncbi.4948,OCA2,P,"Among the secondary outcomes, significant changes were observed in the amount of aminoglycosides used, which decreased by 80.0% (P < 0.001) and the detection rate of MRSA, which decreased by 48.3% (P < 0.001).",Standard Abstract,1,1,25136450,https://www.ncbi.nlm.nih.gov/pubmed/25136450,1,1,"Do antimicrobial stewardship programs (ASPs) contribute to reduction of antimicrobial therapy costs in Japanese community hospitals?... Among the secondary outcomes, significant changes were observed in the amount of aminoglycosides used, which decreased by 80.0% (P < 0.001) and the detection rate of MRSA, which decreased by 48.3% (P < 0.001).... eng"
chebi.29321,sodium nitroprusside,sodium nitroprusside,trigger,ncbi.2523,FUT1,H(2)O(2),"This study showed that hypoxia, and inhibitors of respiration like potassium cyanide (KCN) and sodium nitroprusside (SNP), trigger the production of H(2)O(2) in grapevine buds.",Standard Abstract,1,1,22451722,https://www.ncbi.nlm.nih.gov/pubmed/22451722,1,1,"Paradoxically, in eukaryotic cells, hydrogen peroxide (H(2)O(2)) accumulates in response to oxygen deprivation (hypoxia).... This study showed that hypoxia, and inhibitors of respiration like potassium cyanide (KCN) and sodium nitroprusside (SNP), trigger the production of H(2)O(2) in grapevine buds. ... eng"
nlm.D001647,Bile Acids and Salts,produced divalent bile salts,inhibited,ncbi.57626,KLHL1,Mrp2,"In healthy rats treated with probiotics, the degradation of MKC by bacterial polypeptides produced divalent bile salts that inhibited Mrp2, which resulted in reducing secretion and stimulating the absorption of gliclazide.",Standard Abstract,1,1,18560625,https://www.ncbi.nlm.nih.gov/pubmed/18560625,1,1,"The aim of this study was to investigate the influence of sodium 3alpha,7alpha-dihydroxy-12-keto-5beta-cholanate (MKC) on the ileal permeation of gliclazide in healthy and diabetic rats treated with probiotics.... In healthy rats treated with probiotics, the degradation of MKC by bacterial polypeptides produced divalent bile salts that inhibited Mrp2, which resulted in reducing secretion and stimulating the absorption of gliclazide.... eng"
nlm.D018808,Transcription Factor AP-1,the heterodimeric AP-1,comprised,ncbi.3727,JUND,JunD,"The function of these dimers, specifically the heterodimeric AP-1 comprised of JunD and c-Fos (AP-1(JunD/c-Fos)), has not been elucidated.",Standard Abstract,1,1,22822070,https://www.ncbi.nlm.nih.gov/pubmed/22822070,1,1,"Activator protein-1 (AP-1) regulates a wide range of cellular processes including proliferation, differentiation, and apoptosis.... The function of these dimers, specifically the heterodimeric AP-1 comprised of JunD and c-Fos (AP-1(JunD/c-Fos)), has not been elucidated.... eng"
